S#,C#,GRADE
1032453,SM-85,60.1
1033622,EM-41,60.6
1032522,PN-95,78.9
1032750,FT-35,72.0
1034483,TH-85,50.3
1032382,SM-21,46.2
1034001,WS-00,61.7
1036999,IC-10,75.7
1032037,AN-52,99.6
1033577,IM-95,73.4
1033765,MP-67,74.1
1035859,OM-88,60.2
1032148,TE-39,88.8
1034859,SP-19,80.9
1034223,ED-17,65.9
1033519,SJ-88,49.9
1032755,TE-16,96.5
1033298,EM-27,92.9
1036126,CH-47,63.5
1035434,NG-18,48.1
1032704,FT-08,33.4
1032845,WS-25,70.4
1034669,EM-84,96.3
1032405,TR-09,46.8
1035831,YS-09,83.7
1035945,RE-50,91.8
1036478,CL-69,86.8
1036451,NA-32,37.8
1032965,ED-36,31.5
1033169,CH-36,67.0
1035008,TH-55,62.6
1032274,OM-95,52.7
1033628,CH-82,59.7
1035922,RA-50,96.5
1035026,SJ-44,66.2
1036454,SS-28,59.6
1036154,AU-49,46.2
1036935,MP-02,61.6
1035234,PO-51,49.2
1035539,TR-09,68.6
1036414,CH-44,79.7
1036502,NA-54,80.2
1034474,CH-05,54.1
1034353,AU-09,89.8
1034807,VL-03,90.9
1036631,EC-86,48.7
1035607,TO-74,41.0
1033895,FT-18,47.5
1033093,WS-92,78.2
1034606,ND-39,49.4
1036486,IC-27,80.5
1035789,ED-13,62.4
1035278,SS-71,43.2
1032367,WS-67,43.5
1033125,MP-47,68.9
1036834,TE-68,50.7
1035477,EC-31,86.3
1036978,MP-26,37.2
1036324,LC-09,78.5
1035334,TS-76,34.5
1033733,TO-08,90.8
1033716,MP-47,56.3
1034567,RM-41,78.5
1035037,NG-92,44.6
1035830,CH-51,87.3
1033746,RS-50,94.5
1032107,IM-66,81.0
1032887,OM-92,79.4
1034138,EM-18,71.9
1035452,TS-54,39.5
1034513,CL-44,71.8
1034223,NG-89,35.0
1032532,DE-94,31.4
1034041,FT-83,95.9
1035018,TE-34,66.9
1036772,GT-76,59.7
1035192,YS-10,59.5
1036504,SM-61,49.9
1032435,IS-93,50.8
1036119,LC-48,58.4
1036011,OM-76,43.7
1036782,GT-87,65.0
1032673,MP-49,60.1
1035713,TE-71,70.7
1034357,LC-27,71.0
1035432,YS-45,99.6
1035266,FT-32,32.9
1035517,TS-05,31.4
1035671,CH-81,45.0
1033218,TE-93,97.0
1033507,YS-76,47.2
1032936,CL-65,93.7
1033204,EC-81,76.7
1035052,MD-13,79.2
1034353,ED-19,61.1
1034695,YS-00,65.3
1033689,ED-01,43.4
1033846,RE-36,38.7
1033254,FT-78,56.8
1032646,CH-62,65.6
1032879,GT-63,99.1
1032944,SJ-27,76.3
1034489,ED-10,44.7
1032380,SM-21,70.0
1034243,RE-09,66.6
1032630,EM-83,42.8
1033449,GL-91,76.4
1036393,MP-52,50.5
1032293,MP-66,40.4
1033225,SJ-60,46.7
1033387,OM-10,77.5
1033992,SJ-70,54.5
1032486,NA-47,40.3
1036015,RA-41,37.1
1034619,TE-86,79.4
1036875,TO-96,71.3
1034685,FT-18,48.3
1036852,FT-72,57.7
1034330,AU-09,79.9
1033386,FT-35,56.9
1034375,ED-91,40.9
1036801,LC-48,78.5
1036279,MP-87,88.8
1035929,ES-73,30.9
1034143,TS-30,57.9
1033867,MP-52,67.1
1036390,TE-16,72.4
1032176,ND-03,93.0
1033075,OL-40,63.4
1035474,SJ-50,46.4
1034431,MA-38,51.9
1035133,TO-13,43.8
1035613,VL-19,33.5
1034723,IM-31,89.5
1034472,FT-34,61.2
1033863,TH-89,58.3
1033980,MA-44,57.2
1036165,YS-45,37.4
1035535,AC-08,55.8
1033647,SJ-03,40.6
1035455,ED-71,76.4
1032656,GT-16,94.9
1036315,TE-31,40.8
1036905,RE-42,63.9
1036479,NG-02,92.0
1032245,LC-22,38.1
1032515,SM-85,89.6
1035933,LS-78,42.6
1036037,EM-37,68.6
1036992,NG-27,68.1
1036398,NG-09,82.9
1032557,PO-48,62.6
1036823,LU-01,38.2
1032994,TS-22,73.1
1034971,SJ-91,30.2
1036817,VL-62,97.3
1032318,TO-89,95.7
1032027,ED-15,93.0
1033982,TS-19,71.2
1036375,ED-64,79.3
1036117,SJ-85,61.5
1032973,MT-81,38.9
1035779,EC-22,30.9
1034768,LI-62,66.7
1035805,WS-06,55.3
1034093,YS-48,46.1
1033926,TH-48,42.1
1033672,NG-63,84.0
1035886,LC-15,63.5
1035974,TE-13,78.4
1036870,TE-22,38.4
1034870,LS-58,66.8
1032260,RA-50,36.8
1034871,RS-21,74.0
1032479,RE-24,53.2
1035569,ED-55,89.5
1034943,OM-49,69.3
1035973,RA-43,30.5
1033010,ED-04,68.0
1035947,TE-31,72.0
1036176,TO-22,76.5
1032934,MP-22,36.2
1033146,ED-85,33.8
1033440,RM-41,53.8
1033825,NG-69,70.9
1035430,DE-95,72.7
1036144,TO-62,70.3
1032355,EC-36,70.2
1036167,SP-91,54.9
1035092,SM-08,87.9
1036145,ED-96,73.6
1032401,OL-52,34.1
1033362,MA-47,99.3
1032080,TO-89,78.4
1036936,DE-14,85.2
1032764,EM-34,70.1
1033086,RE-30,55.1
1036584,NA-19,95.1
1036338,MA-16,53.3
1033503,IC-12,82.2
1036195,WS-07,50.2
1035681,OL-30,51.1
1033900,EC-35,48.8
1033701,CH-95,60.3
1036619,YS-31,73.9
1036920,EC-18,89.2
1035948,RM-30,43.2
1033243,CL-83,97.4
1033992,SJ-61,62.0
1033466,RE-35,56.5
1032487,EC-40,89.5
1036654,IM-34,72.1
1033424,NA-54,41.2
1032576,SS-10,76.3
1032553,TS-33,81.4
1036724,IM-13,39.2
1036066,GT-22,75.7
1034831,EM-32,56.8
1034383,LC-60,87.0
1035628,WS-16,66.8
1036871,CH-19,31.0
1032707,TO-31,98.3
1035369,CL-23,74.6
1034794,TL-92,37.6
1033835,GT-17,44.2
1035086,WS-44,47.0
1034582,TL-83,32.2
1033466,EC-84,52.8
1035117,EM-45,38.9
1036949,RE-01,59.6
1034201,AT-87,48.0
1034126,EC-83,62.3
1032868,RE-09,75.9
1035494,OM-86,50.5
1033014,RE-00,62.8
1032256,TE-56,60.9
1032155,AU-24,73.1
1034337,AN-88,53.2
1032664,CH-79,92.4
1035839,PN-26,49.8
1034600,FT-09,89.3
1036045,CH-14,42.7
1034087,OL-29,66.3
1036839,ME-13,75.5
1036168,EC-10,80.1
1032489,ED-45,92.3
1035051,IM-31,51.3
1035742,YS-03,55.2
1035077,GT-10,43.8
1036495,GT-36,59.9
1035784,NG-69,34.6
1036293,TS-05,51.4
1035770,PO-78,64.7
1033433,SM-61,63.8
1032638,SM-07,88.3
1033944,RE-12,96.3
1033586,NG-79,75.6
1034394,AU-01,38.5
1035881,RE-12,40.8
1035209,SM-85,96.3
1036655,AU-87,76.5
1036454,NG-26,80.4
1033665,ED-51,46.0
1035010,TO-25,67.0
1034771,OM-79,51.2
1035069,YS-00,63.8
1033532,VL-03,59.0
1034641,OL-16,62.3
1034105,NG-79,99.1
1033393,GT-92,49.2
1032913,RE-21,42.1
1033423,EC-52,74.0
1034008,RS-50,42.3
1036394,CL-23,80.3
1036861,RE-44,94.1
1034954,NA-26,58.5
1036914,ND-12,49.1
1033663,ED-61,60.7
1036406,MP-03,93.1
1033779,ED-88,68.0
1032207,RE-20,71.0
1034683,RE-36,34.1
1036914,TS-34,60.2
1033482,MP-47,78.4
1034862,RE-17,69.1
1032291,ND-68,85.9
1036383,GT-90,69.8
1036022,SM-86,80.4
1035138,GL-77,66.1
1032525,TO-44,55.3
1033939,NG-55,81.0
1032900,SJ-71,48.4
1034107,GL-43,77.7
1035096,TR-09,46.7
1032612,TS-19,81.6
1036786,SM-25,61.6
1033298,TO-44,72.6
1036529,LI-70,56.0
1032959,VL-04,53.0
1034869,EC-42,85.1
1035535,NG-69,64.8
1034437,EC-19,42.3
1034585,TH-09,39.1
1035882,EN-87,51.8
1032654,MD-70,79.0
1033496,IM-05,67.8
1035015,TS-16,98.2
1033897,SJ-90,75.3
1033927,RS-42,86.7
1032802,ME-56,43.9
1035074,EC-90,63.5
1033700,GL-72,74.2
1036367,ED-29,66.4
1033165,IM-80,34.6
1035934,SJ-50,91.7
1032381,WS-67,33.4
1034686,PN-19,59.7
1034790,MP-01,54.8
1035864,SM-77,72.4
1033745,PN-95,46.5
1032803,TS-50,83.7
1034917,ND-89,64.1
1036605,PN-22,51.9
1036137,TS-37,56.0
1035772,PO-83,53.5
1033291,LS-08,55.7
1035499,GT-36,47.1
1035301,OL-71,48.5
1036605,SM-18,48.8
1035794,TE-15,50.6
1034308,SJ-89,61.9
1033561,FT-29,65.1
1032841,CH-86,78.7
1032399,MP-37,77.0
1032204,RA-34,96.9
1035561,TL-46,65.9
1035431,RE-02,44.2
1036347,LS-02,73.3
1035740,LS-08,63.1
1033691,IM-02,95.5
1035524,MP-08,64.1
1032538,RA-40,84.5
1034149,LC-21,59.9
1035558,VL-19,45.6
1032257,TH-66,97.7
1032545,YS-11,42.7
1034501,EC-37,67.0
1036276,TE-56,42.6
1034851,LC-24,95.6
1033596,IM-39,86.4
1032623,FT-02,90.9
1036539,YS-64,46.7
1034869,EM-89,73.7
1035014,ND-85,63.9
1034853,ME-66,44.0
1034546,LI-18,88.1
1032094,TE-23,76.4
1036552,ND-42,47.4
1035880,DE-59,34.1
1035414,ED-58,46.9
1036271,WS-41,75.7
1033066,RE-82,79.3
1034846,ED-92,56.1
1034772,DE-59,54.7
1036792,PN-44,58.5
1033973,FT-09,51.6
1033045,FT-18,76.4
1034257,OM-86,62.7
1035920,PO-29,91.1
1034483,SE-59,54.2
1033061,GL-73,30.5
1033201,LS-69,88.4
1032227,LS-05,34.0
1033115,PO-92,47.9
1033649,EC-72,41.7
1032918,TL-92,65.2
1032096,ED-03,34.6
1033561,RS-42,57.8
1036646,DE-84,46.9
1035696,SM-63,49.4
1035167,EC-25,34.5
1032583,OL-22,55.8
1033640,PO-95,88.5
1035712,MP-28,35.5
1035632,GT-34,92.2
1036816,NG-03,42.1
1034879,TE-52,76.4
1032352,NG-82,60.6
1034878,ED-36,83.5
1035181,SM-71,31.5
1035093,IM-80,78.6
1036030,TH-87,35.2
1032749,ED-21,90.5
1036048,DE-03,97.8
1033035,IM-93,49.8
1035361,RS-09,90.3
1032049,MP-24,70.9
1033910,ED-51,45.0
1035810,RS-09,82.3
1036650,FT-35,70.0
1034087,NA-01,44.8
1032788,EC-21,79.4
1033382,RM-47,60.1
1035403,CH-56,32.1
1032693,SJ-64,42.6
1034984,TS-44,39.1
1033354,MP-14,70.0
1032390,SM-14,95.5
1036515,PN-73,76.0
1034734,DE-90,61.0
1035628,SM-22,66.8
1033228,LI-00,39.8
1035024,MA-44,88.4
1034175,RE-14,63.7
1036438,LC-67,83.9
1034508,MP-28,78.2
1032819,ED-17,95.6
1036297,AU-94,86.6
1035544,RE-21,85.6
1036988,SM-21,61.1
1033195,CH-12,74.7
1032949,EM-10,66.6
1036749,CH-69,49.0
1033296,SM-61,33.5
1036202,CL-83,78.6
1033810,TE-22,68.8
1033681,FT-36,39.7
1034126,MA-39,36.9
1036752,EC-86,63.6
1033317,RE-24,98.6
1033580,YS-17,64.4
1036495,RS-31,91.5
1032951,GT-91,44.4
1032372,EC-54,34.6
1036160,GT-30,96.8
1032019,RS-39,65.1
1033383,VL-19,49.5
1033092,ND-83,34.1
1036637,OM-37,87.4
1035758,SJ-04,96.9
1035217,TE-32,58.2
1032171,OL-38,44.4
1033675,OL-26,98.3
1036530,FT-46,97.7
1034373,DE-88,50.1
1032268,NA-75,49.4
1035786,GT-17,54.0
1036014,SJ-35,35.5
1033660,DE-09,36.6
1035224,CL-38,40.6
1034325,NA-74,81.3
1035740,MP-22,83.1
1035856,GT-31,81.6
1035605,OL-40,50.2
1032923,SJ-65,91.8
1032181,ND-80,43.2
1035748,DE-95,73.0
1033494,IM-95,92.0
1034364,MA-83,33.7
1035031,WS-75,81.4
1034163,ND-03,85.3
1032794,DE-02,65.5
1033537,SJ-60,65.0
1035599,GT-56,40.6
1035751,MA-29,98.0
1035632,NA-29,56.9
1036495,TE-14,55.5
1036710,TH-81,30.6
1033928,CH-83,92.1
1036592,GT-19,67.5
1036527,AT-63,68.7
1032317,EM-30,43.5
1034058,MD-84,54.8
1032719,AC-08,84.3
1034833,VL-70,40.3
1032773,ED-46,34.0
1034161,TH-18,40.2
1033866,TE-71,79.8
1033744,CH-48,82.4
1035608,LC-10,49.4
1032743,YS-87,33.7
1035542,NG-27,88.6
1036123,RE-48,83.9
1032942,TL-58,90.2
1032718,TO-17,96.4
1034756,ED-44,97.4
1036230,WS-89,78.4
1034255,RS-21,83.6
1036026,TL-52,80.0
1033553,ED-89,62.6
1032550,SJ-38,90.2
1032541,TE-84,72.0
1035501,LU-01,61.4
1035493,GT-10,81.7
1036013,TS-12,81.4
1036454,OM-89,36.6
1034681,TH-16,54.9
1034995,TO-59,32.5
1032345,LC-96,85.9
1032785,OL-58,46.3
1035886,NG-84,99.9
1034656,RE-71,61.6
1036767,IM-60,46.6
1032618,TS-77,98.1
1033070,NA-26,30.2
1035926,DE-94,73.1
1035419,DE-88,43.6
1036182,YS-32,77.3
1036114,MP-66,52.2
1035417,MP-58,38.8
1033423,TE-57,98.9
1033863,CH-59,54.6
1033642,OM-86,49.7
1035679,IM-96,35.2
1033438,PO-83,66.2
1035401,TO-56,72.4
1036149,TL-01,36.2
1033100,OL-30,45.6
1034410,GT-27,49.7
1032723,ED-22,95.9
1032038,OM-76,37.9
1033939,LC-75,41.3
1033982,ND-54,71.3
1034624,NA-19,46.0
1034773,MP-59,56.3
1035976,TE-72,70.0
1035632,RS-19,61.5
1034516,CH-17,78.7
1032643,TS-50,87.3
1034639,TE-88,70.1
1034956,CH-69,61.7
1035782,PO-44,50.5
1035849,CL-89,48.7
1034389,TE-89,58.3
1033945,ND-12,51.7
1035249,TS-85,56.3
1034611,EM-73,53.4
1036057,GL-72,54.5
1033680,ED-94,52.7
1033020,GL-62,59.0
1036092,WS-33,59.3
1036760,EM-90,97.9
1032765,GT-50,81.7
1033838,TE-60,99.6
1033092,EN-84,49.4
1035039,EC-41,52.8
1033798,OL-26,82.0
1036550,GT-04,79.1
1033367,IM-49,58.6
1034927,ND-66,53.7
1032349,PN-95,91.8
1032759,MA-19,97.3
1035985,RA-34,89.7
1032918,ED-28,53.6
1033021,SJ-89,46.2
1035244,NG-64,94.8
1033536,EM-45,45.3
1036248,CH-29,49.3
1034567,YS-64,74.3
1033984,FT-18,34.8
1036991,NG-79,52.0
1034871,TS-18,84.0
1032475,TS-16,56.9
1034144,ME-10,33.0
1034701,ED-41,41.2
1033483,GT-92,57.6
1033783,ME-07,85.0
1036856,GL-55,34.4
1032349,ED-83,48.7
1034421,TO-71,75.1
1032198,ME-84,90.0
1035790,GT-13,76.1
1035846,ND-89,87.0
1034149,DE-88,64.2
1032273,ME-65,74.6
1034257,CH-59,62.1
1036268,WS-03,43.4
1032241,NG-89,64.3
1032648,TE-44,45.5
1033821,EC-44,72.3
1032462,RE-08,73.8
1032385,WS-40,60.8
1036095,WS-89,88.1
1034244,FT-29,67.5
1032291,MA-19,52.8
1036643,CH-83,47.6
1032451,IM-08,54.2
1033206,FT-49,86.1
1035546,OL-41,90.0
1033136,NA-11,69.6
1032363,TE-79,82.2
1035821,NA-35,73.0
1033571,NG-17,89.8
1035587,OM-31,52.6
1036538,MA-36,42.3
1035034,AU-21,67.3
1037001,RE-15,39.6
1034834,NG-84,47.1
1036539,LC-32,45.0
1033258,PN-29,95.3
1034726,TO-09,78.6
1032357,VL-58,83.0
1034789,VL-39,38.4
1032565,YS-01,86.9
1034613,FT-86,34.7
1036432,MA-22,35.6
1032134,YS-81,47.6
1035542,RS-19,44.2
1034181,GL-61,61.5
1035342,TE-22,67.9
1032824,GT-45,54.3
1034701,PO-48,53.6
1033171,CH-71,88.6
1036953,RE-39,31.6
1033169,AU-94,69.7
1032698,CH-87,65.8
1036841,RE-57,42.4
1032097,TE-14,96.8
1035653,RS-32,39.9
1035238,IM-71,35.1
1034057,TE-79,84.0
1035736,ED-89,34.4
1035991,ED-21,96.9
1036836,VL-65,90.9
1034682,GL-70,87.2
1035817,IM-18,47.5
1033272,FT-22,35.8
1033121,EA-18,55.4
1034761,OL-40,47.9
1035257,RE-15,40.1
1036643,GL-60,33.3
1036941,CL-23,33.8
1034926,RM-47,46.7
1036098,TE-92,85.2
1034951,IM-32,96.4
1032306,MP-52,41.5
1036031,OM-76,34.8
1034592,DE-51,98.9
1034911,IC-10,43.4
1035462,FT-26,83.4
1035874,ND-39,68.2
1033693,TL-23,44.9
1035815,ED-23,83.8
1036050,EC-47,36.9
1036649,SM-65,91.1
1036791,MD-70,83.2
1033893,ES-79,57.6
1032750,PO-26,45.8
1033617,GT-49,74.4
1034125,ED-84,48.1
1035685,ED-88,49.6
1033205,MP-66,81.2
1035309,SM-51,84.0
1035718,NA-47,69.1
1033436,RE-51,57.6
1036633,AN-62,66.0
1036468,SJ-32,87.4
1033271,LS-01,90.0
1034671,ND-12,55.5
1036709,GL-03,58.2
1034071,SJ-35,35.0
1033545,SJ-58,31.8
1035238,PN-61,47.0
1034016,DE-21,40.3
1035699,TO-10,58.0
1033966,MA-31,48.2
1033235,ND-68,35.6
1032474,ME-07,93.0
1032987,ED-56,65.5
1034754,MA-39,73.2
1032394,CH-44,52.2
1033239,DE-15,59.5
1033243,IM-47,96.9
1034023,MP-22,46.1
1034292,CL-86,43.5
1032531,NG-82,32.4
1036526,ND-90,31.1
1035932,TE-47,85.2
1036791,ND-24,91.7
1036621,TH-18,43.0
1035089,GT-22,67.7
1036207,RS-51,40.4
1036822,DE-87,55.7
1036672,EM-89,99.3
1033355,MP-48,95.9
1034113,MD-06,77.4
1032662,MD-92,61.6
1033169,RA-37,41.7
1033308,IM-52,80.3
1036568,RS-19,58.6
1036863,AU-87,94.0
1035949,CH-79,49.7
1032159,OL-30,61.3
1033279,ES-79,40.8
1035204,SS-71,46.5
1035188,PN-19,41.5
1032371,EC-47,55.3
1035520,ME-66,79.9
1036127,TO-83,77.4
1033494,OM-47,93.5
1033420,CH-52,88.1
1033605,SJ-04,30.2
1032293,ED-83,43.8
1036647,LI-85,46.0
1032199,TH-17,84.4
1032041,RA-43,83.7
1032794,TH-20,40.5
1032493,NA-86,50.7
1032666,ED-27,96.8
1033202,CH-95,30.6
1035738,PO-42,80.6
1035257,CL-15,37.5
1034868,SM-80,67.0
1036840,GL-18,91.2
1032735,FT-35,35.7
1036339,RE-27,98.6
1036305,IM-32,41.2
1036968,SJ-69,99.6
1036079,OL-28,48.5
1034001,TH-36,51.2
1034763,ED-65,37.1
1035881,OM-43,90.8
1035260,CH-57,98.5
1033162,LC-32,94.0
1036417,TH-48,78.6
1034033,LC-58,98.2
1036733,IM-52,85.9
1036124,OM-06,58.2
1035903,EM-34,82.5
1034020,SJ-69,67.0
1035881,TH-27,50.0
1033978,TL-88,88.9
1033006,EM-29,39.7
1033488,SS-71,48.1
1033643,TL-46,85.2
1033119,YS-52,85.5
1033531,DE-59,39.0
1034707,RE-06,91.6
1035969,NG-81,32.0
1034530,YS-36,36.0
1032061,ED-61,84.7
1036809,TH-82,97.1
1036759,ED-65,89.8
1032193,CL-08,63.0
1035419,ME-48,84.6
1035008,ED-68,45.4
1035222,TE-86,47.1
1034117,TO-25,53.0
1032185,TH-76,76.4
1035052,CL-15,90.1
1035674,RE-07,34.6
1036961,DE-21,71.7
1034350,NG-09,93.8
1033847,TS-21,41.6
1033444,EM-07,97.2
1036167,EC-53,92.2
1032421,OM-01,46.0
1034120,MA-89,95.9
1036040,OL-71,72.9
1032804,TH-57,62.6
1036583,LI-83,76.4
1036847,TO-22,98.9
1036028,MP-62,89.5
1034859,TH-36,69.0
1034992,GL-73,86.7
1033763,RE-21,32.7
1035196,RE-94,91.5
1033640,PO-42,84.7
1033193,OL-05,36.2
1035428,SM-30,47.8
1036739,LC-01,60.8
1034950,EM-55,66.0
1034813,NG-11,69.4
1034818,EM-80,31.5
1034792,NG-22,57.5
1034962,TE-96,58.6
1032023,GT-49,79.0
1035008,LC-48,57.5
1034362,WS-81,61.9
1033155,LC-12,76.7
1035464,GL-49,56.8
1035846,GL-70,94.4
1033470,TE-52,86.1
1032920,IM-77,75.8
1034394,TS-19,83.2
1036275,SP-88,44.8
1033153,PN-83,74.2
1034182,RM-27,80.1
1034294,TO-10,52.5
1034229,IM-13,72.3
1036131,PN-04,81.9
1032329,EA-12,64.4
1035519,ED-13,45.4
1035394,WS-34,63.5
1034316,TO-56,47.5
1033022,NA-14,81.0
1035611,ED-01,31.3
1035384,CH-20,91.0
1036837,IM-95,92.4
1032714,ED-57,58.5
1033701,NG-11,98.3
1032742,CH-26,71.1
1033732,EM-46,88.2
1034864,OL-45,32.9
1035163,CL-86,38.3
1036285,EM-49,89.7
1032871,OM-83,78.6
1034548,ED-12,37.0
1033832,GL-61,69.8
1032304,RS-22,96.0
1032155,GT-02,51.5
1036195,TE-71,67.6
1033367,RA-44,38.2
1033144,VL-04,54.3
1036654,TO-83,47.5
1036671,GL-16,70.1
1034351,ME-10,38.5
1034026,CL-11,56.0
1033700,GT-42,59.5
1035964,ME-46,70.2
1036890,SM-51,33.5
1035359,MA-86,33.9
1036388,ED-54,98.6
1035428,PN-22,83.7
1032834,RA-34,99.3
1034504,EC-87,53.1
1033283,SM-82,39.8
1033277,MD-81,51.1
1036082,TH-88,87.5
1033185,ME-77,58.8
1034872,SJ-76,61.0
1035973,MT-02,38.2
1032570,RM-44,78.4
1035729,TH-73,95.0
1036202,CH-45,83.0
1036754,EM-89,94.4
1033995,RE-08,70.3
1036922,ED-77,62.3
1034554,LS-46,69.4
1036782,OM-73,44.9
1034259,CH-20,84.8
1032686,GT-49,60.2
1032126,MP-96,36.6
1034566,CL-83,86.1
1034479,SJ-69,50.3
1035114,RE-39,66.3
1036584,OL-45,31.8
1034053,CH-63,89.5
1033868,ED-75,35.6
1034480,RM-77,63.5
1036588,CH-29,78.2
1036408,CL-83,84.1
1036895,CL-14,96.8
1036171,TH-73,84.5
1036919,FT-07,93.8
1032702,LU-01,99.7
1036897,MD-70,53.7
1036038,DE-05,49.9
1032830,CH-07,51.1
1035839,SJ-46,83.1
1035795,TH-82,39.5
1036981,CH-64,46.4
1033018,YS-11,97.7
1036171,LS-02,71.4
1036234,IM-35,39.4
1032644,IM-49,31.3
1036341,EM-81,80.2
1036832,TO-37,30.3
1033246,MP-01,59.1
1035426,IM-08,82.0
1033959,WS-43,98.8
1034411,VL-03,88.0
1036045,EM-37,53.5
1033112,PN-86,78.6
1032688,MP-08,48.7
1035794,TL-67,74.2
1034184,OL-05,80.9
1032174,EC-24,55.1
1036028,GL-32,82.0
1035428,MP-66,70.3
1034274,EM-12,79.3
1035714,MP-59,43.7
1036868,GT-86,63.9
1035996,CL-47,98.6
1033837,RM-44,72.2
1035328,SM-83,73.5
1032202,MP-58,33.6
1034578,MP-31,57.6
1036177,TH-57,87.8
1035320,TO-08,78.6
1034070,DE-03,53.3
1037001,CH-64,84.3
1032645,ME-47,92.2
1033996,EC-72,94.1
1035443,IM-45,62.8
1035267,NG-66,52.5
1036842,AT-14,72.5
1033290,SP-16,87.4
1033306,LC-82,90.3
1036641,OL-90,80.1
1036966,CH-26,37.7
1035644,YS-00,75.2
1035226,ND-24,45.8
1035079,IM-78,54.1
1032058,TH-71,47.6
1034037,SP-25,94.7
1035165,RE-14,48.5
1035371,CH-19,54.3
1035241,TH-42,84.3
1033880,PO-38,40.8
1032741,RS-51,69.3
1033298,ND-95,90.8
1035636,FT-01,34.1
1033273,NA-87,88.3
1035384,TS-51,97.6
1035827,GL-60,58.5
1032839,SS-28,58.6
1033074,TE-28,39.6
1036330,EM-62,58.9
1036028,NA-47,92.7
1036276,TL-16,38.0
1032820,NG-18,71.9
1036859,LC-18,84.1
1032724,NA-11,78.7
1035042,RE-80,90.6
1034257,EC-69,54.7
1032218,YS-19,74.3
1036698,NG-09,30.5
1034780,DE-94,79.2
1032141,LC-81,54.5
1035261,RM-80,60.8
1032784,GT-31,45.5
1034540,IC-12,90.9
1035348,NG-92,59.4
1034061,VL-62,35.7
1036646,IM-08,98.5
1036485,OL-22,39.8
1033334,SM-57,81.3
1032522,FT-26,74.1
1032315,SS-35,45.2
1033425,ND-80,76.3
1036775,WS-10,50.7
1036392,LI-18,50.5
1035286,EC-87,39.3
1032778,LC-16,71.3
1036582,TS-77,48.0
1036882,CH-91,85.5
1035160,ED-89,64.1
1036249,MP-92,46.9
1036286,NA-54,44.4
1033946,NG-87,35.7
1032261,CH-50,85.0
1033766,DE-84,36.6
1036676,SE-59,75.5
1032815,PO-20,71.5
1034652,VL-65,87.4
1035909,DE-90,89.8
1036354,MP-13,41.5
1033749,NA-43,55.2
1036609,GT-04,85.6
1036544,IM-30,39.5
1033359,RM-80,34.2
1036290,LC-96,53.2
1035663,PO-32,34.8
1036620,MP-59,38.5
1034009,MT-31,83.4
1033392,WS-67,72.8
1035050,NG-79,64.3
1036919,YS-37,52.3
1033266,ND-31,84.3
1032988,RE-35,56.9
1032291,FT-28,47.4
1032124,MP-92,81.5
1036712,CH-23,63.1
1036546,ED-45,68.2
1032912,CH-45,57.0
1036968,SM-76,50.3
1036392,PO-44,58.4
1034463,EC-78,37.9
1036911,GL-55,93.5
1036114,MD-15,57.1
1035587,LC-67,38.9
1032048,TH-22,40.3
1033131,DE-88,96.6
1036259,ED-09,75.3
1032969,ND-48,67.4
1034532,ED-23,39.9
1034663,ED-71,53.1
1034489,GL-67,69.4
1032134,YS-17,37.6
1035800,IM-34,32.4
1032589,PO-51,35.2
1034947,CL-20,34.1
1034757,LI-76,61.3
1033273,AT-87,46.9
1033376,RS-31,71.7
1032197,SJ-47,71.1
1034884,TH-81,68.2
1036828,NG-92,58.6
1033358,GL-39,44.3
1036748,IC-10,48.8
1036131,WS-41,86.2
1033227,YS-69,53.1
1035942,CH-87,69.8
1035488,CH-83,73.8
1034609,PA-14,60.4
1032870,SM-51,98.3
1036817,NA-95,98.4
1034734,SJ-02,52.6
1035751,FT-69,89.3
1033811,CH-21,47.1
1036397,EM-48,39.7
1033116,MP-28,92.9
1034097,TO-26,54.8
1032372,WS-67,53.0
1032735,RA-50,54.0
1036353,PN-01,69.7
1035863,PO-26,89.5
1035201,ED-82,80.0
1032438,DE-24,44.7
1034736,LS-01,60.4
1035582,TS-67,34.0
1036739,GL-39,68.0
1036649,IM-69,36.6
1034694,MA-89,98.3
1032839,SM-88,41.2
1036780,NA-14,79.7
1033065,NG-20,41.3
1034878,GL-21,34.3
1033845,PO-38,94.4
1034876,SJ-64,41.1
1034715,PO-26,92.3
1033001,TO-11,36.8
1032976,IM-35,84.0
1035640,OM-73,52.7
1036523,EM-77,48.4
1036618,NG-73,82.5
1036252,NG-55,96.7
1034877,TE-50,72.5
1033073,ED-28,33.3
1032370,TH-41,35.2
1034233,FT-22,54.6
1033361,MP-90,79.2
1035790,NA-54,68.0
1032297,MA-31,79.1
1034056,EM-49,68.9
1033819,TH-23,36.9
1036677,RS-19,91.7
1034049,MP-28,56.5
1035096,CH-19,47.5
1034837,CH-15,91.1
1035803,ND-39,38.3
1033812,ND-66,54.1
1033244,WS-33,78.9
1032390,EC-81,80.5
1036663,CH-63,92.9
1032593,MA-83,72.9
1032730,EC-19,81.5
1035642,EC-24,65.9
1032159,SM-89,67.3
1035111,RE-95,45.9
1033767,TE-41,74.1
1033391,TS-61,34.5
1036094,GL-38,83.2
1033339,RE-11,34.7
1034257,SP-13,41.3
1035138,EM-90,48.2
1035135,FT-34,79.8
1032249,IC-28,31.7
1032535,NG-05,62.7
1034785,NA-46,50.0
1033545,TL-23,89.5
1034198,EM-37,68.9
